BMSid,MESSAGE,Module,Type,_Parent_ Class,Name,Detailed changes,Changed by,Change date
6488,RegistryPartyDataDump,,ATTRIBUTE,AfterhoursCommunicationChannel,isCommunicationChannelPreferred,Errata - Added missing attribute,Maryam Mirza,2020-11-23 00:00:00
6489,SearchResult,,ATTRIBUTE,CommunicationChannel,isCommunicationChannelPreferred,Errata - Added missing attribute,Maryam Mirza,2020-11-23 00:00:00
6490,SearchResult,,ATTRIBUTE,AfterhoursCommunicationChannel,isCommunicationChannelPreferred,Errata - Added missing attribute,Maryam Mirza,2020-11-23 00:00:00
6491,BasicPartyRegistration,,ATTRIBUTE,CommunicationChannel,isCommunicationChannelPreferred,Errata - Added missing attribute,Maryam Mirza,2020-11-23 00:00:00
6492,BasicPartyRegistration,,ATTRIBUTE,AfterhoursCommunicationChannel,isCommunicationChannelPreferred,Errata - Added missing attribute,Maryam Mirza,2020-11-23 00:00:00
6303,CatalogueItemNotification,PackagingInformationModule,ATTRIBUTE,PackagingMaterial,packagingLabellingCoveragePercentage,Errata- Fixed language/Uom enabled/Multi Value fields to correct values.,Maryam Mirza,2020-11-23 00:00:00
6304,CatalogueItemNotification,PackagingInformationModule,ATTRIBUTE,PackagingMaterial,packagingLabellingTypeCode,Errata- Fixed language/Uom enabled/Multi Value fields to correct values. Fixed incorrect BMSCodeListId field,Maryam Mirza,2020-11-23 00:00:00
6305,CatalogueItemNotification,PackagingInformationModule,CLASS,PackagingMaterial,PackagingRawMaterialInformation,Errata- Fixed language/Uom enabled/Multi Value fields to correct values. Fixed incorrect URN.,Maryam Mirza,2020-11-23 00:00:00
6306,CatalogueItemNotification,PackagingInformationModule,ATTRIBUTE,PackagingRawMaterialInformation,packagingRawMaterialCode,Errata- Fixed language/Uom enabled/Multi Value fields to correct values. Fixed incorrect BMSCodeListId field,Maryam Mirza,2020-11-23 00:00:00
6307,CatalogueItemNotification,PackagingInformationModule,ATTRIBUTE,PackagingRawMaterialInformation,packagingRawMaterialContentPercentage,Errata- Fixed language/Uom enabled/Multi Value fields to correct values.,Maryam Mirza,2020-11-23 00:00:00
6308,CatalogueItemNotification,,ATTRIBUTE,CommunicationChannel,isCommunicationChannelPreferred,Errata- Fixed language/Uom enabled/Multi Value fields to correct values. Fixed incorrect TPN/TPD and G/L fields,Maryam Mirza,2020-11-23 00:00:00
6309,CatalogueItemNotification,TradeItemDescriptionModule,ATTRIBUTE,TradeItemDescriptionInformation,opacityTypeCode,Errata- Fixed language/Uom enabled/Multi Value fields to correct values.Fixed incorrect BMSCodeListId field,Maryam Mirza,2020-11-23 00:00:00
6310,CatalogueItemNotification,PackagingInformationModule,CLASS,CompositeMaterialDetail,PackagingRawMaterialInformation,Errata- Fixed language/Uom enabled/Multi Value fields to correct values. Fixed incorrect URN.,Maryam Mirza,2020-11-23 00:00:00
6311,CatalogueItemNotification,PackagingInformationModule,ATTRIBUTE,PackagingRawMaterialInformation,packagingRawMaterialCode,Errata- Fixed language/Uom enabled/Multi Value fields to correct values.Fixed incorrect BMSCodeListId field,Maryam Mirza,2020-11-23 00:00:00
6312,CatalogueItemNotification,PackagingInformationModule,ATTRIBUTE,PackagingRawMaterialInformation,packagingRawMaterialContentPercentage,Errata- Fixed language/Uom enabled/Multi Value fields to correct values.,Maryam Mirza,2020-11-23 00:00:00
6286,CatalogueItemNotification,SafetyDataSheetModule,ATTRIBUTE,SafetyDataSheetInformation,sDSSheetVersion,Errata- Fixed language/Uom enabled/Multi Value fields to correct values.  + MultiValues,Maryam Mirza,2020-11-23 00:00:00
6287,CatalogueItemNotification,SafetyDataSheetModule,ATTRIBUTE,SafetyDataSheetInformation,sDSSheetEffectiveDateTime,Errata- Fixed language/Uom enabled/Multi Value fields to correct values.  + MultiValues,Maryam Mirza,2020-11-23 00:00:00
6137,CatalogueItemNotification,tradeItemDescriptionModule,ATTRIBUTE,TradeItemDescriptionInformation,tradeItemFormDescription/@languageCode,3.1.14: changed Datatype to LanguageCode from string ,Maryam Mirza,2020-06-16 00:00:00
6275,CatalogueItemNotification,TradeItemDescriptionModule,ATTRIBUTE,TradeItemDescriptionInformation,regulatedProductName/@formattingPattern,3.1.14: Fixed Module and xPath from marketinginformation to tradeitemdescription - Carried chanegs forward from 3.1.11,Maryam Mirza,2020-05-26 00:00:00
6276,CatalogueItemNotification,TradeItemDescriptionModule,ATTRIBUTE,TradeItemDescriptionInformation,regulatedProductName/@sequenceNumber,3.1.14: Fixed Module and xPath from marketinginformation to tradeitemdescription - Carried chanegs forward from 3.1.12,Maryam Mirza,2020-05-26 00:00:00
6289,CatalogueItemNotification,TradeItemTemperatureInformationModule,ATTRIBUTE,TradeItemTemperatureInformation,labelledTemperature/@temperatureMeasurementUnitCode,3.1.14 Added new attribute,Radhika Chauhan,2020-05-12 00:00:00
6290,CatalogueItemNotification,BatteryInformationModule,ATTRIBUTE,BatteryDetail,batteryCapacity,3.1.14 Added new attribute,Radhika Chauhan,2020-05-12 00:00:00
6291,CatalogueItemNotification,BatteryInformationModule,ATTRIBUTE,BatteryDetail,batteryCapacity/@measurementUnitCode,3.1.14 Added new attribute,Radhika Chauhan,2020-05-12 00:00:00
6292,CatalogueItemNotification,BatteryInformationModule,ATTRIBUTE,BatteryDetail,batteryVoltage,3.1.14 Added new attribute,Radhika Chauhan,2020-05-12 00:00:00
6293,CatalogueItemNotification,BatteryInformationModule,ATTRIBUTE,BatteryDetail,batteryVoltage/@measurementUnitCode,3.1.14 Added new attribute,Radhika Chauhan,2020-05-12 00:00:00
6294,CatalogueItemNotification,BatteryInformationModule,ATTRIBUTE,BatteryDetail,isBatteryRechargeable,3.1.14 Added new attribute,Radhika Chauhan,2020-05-12 00:00:00
6295,CatalogueItemNotification,BatteryInformationModule,ATTRIBUTE,BatteryDetail,quantityOfBatteriesIncluded,3.1.14 Added new attribute,Radhika Chauhan,2020-05-12 00:00:00
6296,CatalogueItemNotification,AlcoholInformationModule,ATTRIBUTE,AlcoholInformation,alcoholUnits,3.1.14 Added new attribute,Radhika Chauhan,2020-05-12 00:00:00
6297,CatalogueItemNotification,TradeItemDescriptionModule,ATTRIBUTE,TradeItemVariant,tradeItemVariantStatement,3.1.14 Added new attribute,Radhika Chauhan,2020-05-12 00:00:00
6298,CatalogueItemNotification,TradeItemDescriptionModule,ATTRIBUTE,TradeItemVariant,tradeItemVariantStatement/@languageCode,3.1.14 Added new attribute,Radhika Chauhan,2020-05-12 00:00:00
6299,CatalogueItemNotification,NutritionalInformationModule,ATTRIBUTE,NutrientDetail,expressedAsPartOf,3.1.14 Added new attribute,Radhika Chauhan,2020-05-12 00:00:00
6300,CatalogueItemNotification,ConsumerInstructionsModule,ATTRIBUTE,ConsumerInstructions,consumerRecyclingInstructions,3.1.14 Added new attribute,Radhika Chauhan,2020-05-12 00:00:00
6301,CatalogueItemNotification,ConsumerInstructionsModule,ATTRIBUTE,ConsumerInstructions,consumerRecyclingInstructions/@languageCode,3.1.14 Added new attribute,Radhika Chauhan,2020-05-12 00:00:00
6302,CatalogueItemNotification,DietInformationModule,ATTRIBUTE,DietTypeInformation,isDietTypeMarkedOnPackage,3.1.14 Added new attribute,Radhika Chauhan,2020-05-12 00:00:00
6303,CatalogueItemNotification,PackagingInformationModule,ATTRIBUTE,PackagingMaterial,packagingLabellingCoveragePercentage,3.1.14 Added new attribute,Radhika Chauhan,2020-05-12 00:00:00
6304,CatalogueItemNotification,PackagingInformationModule,ATTRIBUTE,PackagingMaterial,packagingLabellingTypeCode,3.1.14 Added new attribute,Radhika Chauhan,2020-05-12 00:00:00
6305,CatalogueItemNotification,PackagingInformationModule,CLASS,PackagingMaterial,PackagingRawMaterialInformation,3.1.14 Added new class,Radhika Chauhan,2020-05-12 00:00:00
6306,CatalogueItemNotification,PackagingInformationModule,ATTRIBUTE,PackagingRawMaterialInformation,packagingRawMaterialCode,3.1.14 Added new attribute,Radhika Chauhan,2020-05-12 00:00:00
6307,CatalogueItemNotification,PackagingInformationModule,ATTRIBUTE,PackagingRawMaterialInformation,packagingRawMaterialContentPercentage,3.1.14 Added new attribute,Radhika Chauhan,2020-05-12 00:00:00
6308,CatalogueItemNotification,,ATTRIBUTE,CommunicationChannel,isCommunicationChannelPreferred,3.1.14 Added new attribute,Radhika Chauhan,2020-05-12 00:00:00
6309,CatalogueItemNotification,TradeItemDescriptionModule,ATTRIBUTE,TradeItemDescriptionInformation,opacityTypeCode,3.1.14 Added new attribute,Radhika Chauhan,2020-05-12 00:00:00
6310,CatalogueItemNotification,PackagingInformationModule,CLASS,CompositeMaterialDetail,PackagingRawMaterialInformation,3.1.14 Added new class,Radhika Chauhan,2020-05-12 00:00:00
6311,CatalogueItemNotification,PackagingInformationModule,ATTRIBUTE,PackagingRawMaterialInformation,packagingRawMaterialCode,3.1.14 Added new attribute,Radhika Chauhan,2020-05-12 00:00:00
6312,CatalogueItemNotification,PackagingInformationModule,ATTRIBUTE,PackagingRawMaterialInformation,packagingRawMaterialContentPercentage,3.1.14 Added new attribute,Radhika Chauhan,2020-05-12 00:00:00
475,CatalogueItemNotification,AudienceOrPlayerInformationModule,ATTRIBUTE,AudienceOrPlayerInformation,ageRangeDescription,200512:Definition updated,Radhika Chauhan,2020-05-12 00:00:00
477,CatalogueItemNotification,AudienceOrPlayerInformationModule,ATTRIBUTE,AudienceOrPlayerInformation,maximumAge,200512:Definition updated,Radhika Chauhan,2020-05-12 00:00:00
479,CatalogueItemNotification,AudienceOrPlayerInformationModule,ATTRIBUTE,AudienceOrPlayerInformation,minimumAge,200512:Definition updated,Radhika Chauhan,2020-05-12 00:00:00
1457,CatalogueItemNotification,HealthRelatedInformationModule,ATTRIBUTE,HealthRelatedInformation,compulsoryAdditiveLabelInformation,200512: Updated datatype from Description1000 to Description5000,Radhika Chauhan,2020-05-12 00:00:00
1494,CatalogueItemNotification,MarketingInformationModule,ATTRIBUTE,MarketingInformation,tradeItemFeatureBenefit,200512: Updated TPN to TPN/TPD,Radhika Chauhan,2020-05-12 00:00:00
1495,CatalogueItemNotification,MarketingInformationModule,ATTRIBUTE,MarketingInformation,tradeItemFeatureBenefit/@languageCode,200512: Updated TPN to TPN/TPD,Radhika Chauhan,2020-05-12 00:00:00
1498,CatalogueItemNotification,MarketingInformationModule,ATTRIBUTE,MarketingInformation,tradeItemMarketingMessage,200512: Updated TPN to TPN/TPD,Radhika Chauhan,2020-05-12 00:00:00
1499,CatalogueItemNotification,MarketingInformationModule,ATTRIBUTE,MarketingInformation,tradeItemMarketingMessage/@languageCode,200512: Updated TPN to TPN/TPD,Radhika Chauhan,2020-05-12 00:00:00
1530,CatalogueItemNotification,MarketingInformationModule,ATTRIBUTE,MarketingInformation,tradeItemKeyWords,200512: Updated TPN to TPN/TPD,Radhika Chauhan,2020-05-12 00:00:00
1531,CatalogueItemNotification,MarketingInformationModule,ATTRIBUTE,MarketingInformation,tradeItemKeyWords/@languageCode,200512: Updated TPN to TPN/TPD,Radhika Chauhan,2020-05-12 00:00:00
1558,CatalogueItemNotification,MarketingInformationModule,ATTRIBUTE,TargetConsumer,targetConsumerAge,200512: Datatype changed from Description70 to Description500,Radhika Chauhan,2020-05-12 00:00:00
3517,CatalogueItemNotification,TradeItemDescriptionModule,ATTRIBUTE,TradeItemDescriptionInformation,tradeItemDescription,200512: Updated TPN to TPN/TPD,Radhika Chauhan,2020-05-12 00:00:00
3518,CatalogueItemNotification,TradeItemDescriptionModule,ATTRIBUTE,TradeItemDescriptionInformation,tradeItemDescription/@languageCode,200512: Updated TPN to TPN/TPD,Radhika Chauhan,2020-05-12 00:00:00
5833,CatalogueItemNotification,MarketingInformationModule,ATTRIBUTE,MarketingInformation,tradeItemMarketingMessage/@codeListVersion,200512: updated TPN to TPN/TPD,Radhika Chauhan,2020-05-12 00:00:00
5834,CatalogueItemNotification,MarketingInformationModule,ATTRIBUTE,MarketingInformation,tradeItemMarketingMessage/@formattingPattern,200512: updated TPN to TPN/TPD,Radhika Chauhan,2020-05-12 00:00:00
5835,CatalogueItemNotification,MarketingInformationModule,ATTRIBUTE,MarketingInformation,tradeItemMarketingMessage/@sequenceNumber,200512: updated TPN to TPN/TPD,Radhika Chauhan,2020-05-12 00:00:00
5922,CatalogueItemNotification,HealthcareItemInformationModule,ATTRIBUTE,HealthcareItemInformation,healthcareItemMaximumUsageAge,200512: Definition updated,Radhika Chauhan,2020-05-12 00:00:00
5924,CatalogueItemNotification,HealthcareItemInformationModule,ATTRIBUTE,HealthcareItemInformation,healthcareItemMinimumUsageAge,200512: Definition updated,Radhika Chauhan,2020-05-12 00:00:00
5926,CatalogueItemNotification,HealthcareItemInformationModule,ATTRIBUTE,HealthcareItemInformation,healthcareItemUsageAgeDescription,200512: Definition updated,Radhika Chauhan,2020-05-12 00:00:00
6092,CatalogueItemNotification,MarketingInformationModule,ATTRIBUTE,MarketingInformation,tradeItemFeatureBenefit/@codeListVersion,200512: updated TPN to TPN/TPD,Radhika Chauhan,2020-05-12 00:00:00
6093,CatalogueItemNotification,MarketingInformationModule,ATTRIBUTE,MarketingInformation,tradeItemFeatureBenefit/@formattingPattern,200512: updated TPN to TPN/TPD,Radhika Chauhan,2020-05-12 00:00:00
6094,CatalogueItemNotification,MarketingInformationModule,ATTRIBUTE,MarketingInformation,tradeItemFeatureBenefit/@sequenceNumber,200512: updated TPN to TPN/TPD,Radhika Chauhan,2020-05-12 00:00:00
6211,CatalogueItemNotification,RegulatedTradeItemModule,ATTRIBUTE,RegulatoryInformation,regulationLevelCodeReference,200512: Updated definition,Radhika Chauhan,2020-05-12 00:00:00
6278,CatalogueItemNotification,BatteryInformationModule,ATTRIBUTE,BatteryMaterials,materialStatement,3.1.13 Added new attribute,Radhika Chauhan,14-Feb-20
6279,CatalogueItemNotification,BatteryInformationModule,ATTRIBUTE,BatteryMaterials,materialStatement/@languageCode,3.1.13 Added new attribute,Radhika Chauhan,14-Feb-20
